Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF)
2015,No,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,1.82,Estimated from external data based on product description,55.67,30.59,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,1.82,Estimated from external data based on product description,55.67,30.59,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,DC988 Type 11 Cordless Power Drill equipment with rechargeable NiCd batteries,"Stanley Black & Decker, Inc.",USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,2.7,Estimated from external data based on product description,88.13,32.64,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Cordless Power Drill ,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,2.7,Estimated from external data based on product description,88.13,32.64,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,33-725 Tape measure family,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.5,Estimated from external data based on product description,2.15,4.3,Traci 2.1,(not reported by company),N/a,N/a (no %change reported),Yes,0.7818999999999999,0.1684,0.049699999999999994,0.0256,0.0242
2016,No,B-Free small cube (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",13.05,Estimated from external data based on product description,23.0,1.76,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,B-Free Table (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",51.7,Estimated from external data based on product description,150.0,2.9,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,Lets B task chair,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",19.773,Estimated from external data based on product description,120.0,6.07,ILCD Handbook,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2014,No,Lets B task chair,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",19.773,Estimated from external data based on product description,120.0,6.07,ILCD Handbook,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Eastside (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",6.165,Estimated from external data based on product description,29.0,4.7,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Flip Top Twin (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",32.916,Estimated from external data based on product description,94.0,2.86,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,FrameOne Bench (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",154.804,Estimated from external data based on product description,380.0,2.45,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Fusion (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.331,Estimated from external data based on product description,71.8,2.03,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Gesture (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.38,Estimated from external data based on product description,170.0,4.8,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Gesture (North American supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.38,Estimated from external data based on product description,180.0,5.09,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Implicit (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.298,Estimated from external data based on product description,98.0,2.78,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Kalidro (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",37.0,Estimated from external data based on product description,51.5,1.39,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,"The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",44.706,Estimated from external data based on product description,160.0,3.58,ILCD Handbook,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2014,No,Activa desk,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",44.706,Estimated from external data based on product description,160.0,3.58,ILCD Handbook,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Leap (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",26.183,Estimated from external data based on product description,87.8,3.35,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Let's B (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",25.0,Estimated from external data based on product description,120.0,4.8,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Movida (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",38.337,Estimated from external data based on product description,39.6,1.03,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,New Think (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",31.0,Estimated from external data based on product description,110.0,3.55,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Ology (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",40.9,Estimated from external data based on product description,95.0,2.32,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Partito (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",14.963,Estimated from external data based on product description,60.0,4.01,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Please (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",23.623,Estimated from external data based on product description,90.9,3.85,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Qivi (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",5.17,Estimated from external data based on product description,56.0,10.83,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Reply (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",17.7,Estimated from external data based on product description,101.0,5.71,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,"Share It is a modular storage system. It offers personal storage, team storage, meeting point solutions and lockers.  Share It can be also used as space dividers, structuring workspaces. - It is modular and offers endless planning possibilities. - The range enhances collaboration providing communication platforms. - It helps people concentrate thanks to acoustics absorbing surfaces. - It offers wide range of finishes for different workplace ambiances.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",52.221,Estimated from external data based on product description,110.8,2.12,ILCD Handbook,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2014,No,Share It modular storage system,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",52.221,Estimated from external data based on product description,110.8,2.12,ILCD Handbook,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Tenaro (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",67.323,Estimated from external data based on product description,52.6,0.78,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,TNT* (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",47.334,Estimated from external data based on product description,49.7,1.05,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Universal Storage EU (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",69.78,Estimated from external data based on product description,103.8,1.49,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Westside (European supply chain),Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",5.057,Estimated from external data based on product description,18.8,3.72,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,The model chosen for analysis is the most popular model Think work chair.  It is a highly adjustable ergonomic chair equipped as follows: 1. Your PowerTM weight activated mechanism 2. Your ProfileTM seat and back flexors  3. Your PreferenceTM control  4. Adjustable seat depth 5. Adjustable seat height 6. Adjustable lumbar support 7. Adjustable armrests 8. Plastic base,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",17.252,Estimated from external data based on product description,85.5,4.96,ILCD Handbook,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
