*PCF-ID,Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Product detail,Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF),*Adjustments to raw data (if any)
20822-2-2016,2016,Yes,ColorQube 8900,Printing device,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",46.308,Estimated from external data based on product description,2445,52.8,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.60%,27.72%,70.69%,13.58%,(included in downstream but not reported separately),None
20822-3-2013,2013,Yes,ColorQube 9200,Field not included in 2013 data,Xerox Corporation,USA,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",368.8,Estimated from external data based on product description,7090,19.22,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.26%,32.44%,66.29%,8.26%,(included in downstream but not reported separately),None
20822-3-2014,2014,Yes,ColorQube 9200,Printing device,Xerox Corporation,USA,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",368.8,Estimated from external data based on product description,7090,19.22,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.27%,32.57%,66.16%,8.07%,(included in downstream but not reported separately),"Field ""Methods"" updated to ISO, as per company's other disclosures"
20822-3-2015,2015,Yes,ColorQube 9200,Printing device,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",368.8,Estimated from external data based on product description,7090,19.22,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.27%,32.57%,66.16%,8.07%,(included in downstream but not reported separately),None
20822-3-2016,2016,Yes,ColorQube 9200,Printing device,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",368.8,Estimated from external data based on product description,7090,19.22,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.27%,32.57%,66.16%,8.07%,(included in downstream but not reported separately),None
20822-4-2013,2013,No,ColorQube 8870,Field not included in 2013 data,Xerox Corporation,USA,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",34.0194,Estimated from external data based on product description,2110,62.02,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
20822-4-2014,2014,Yes,ColorQube 8870,Printing device,Xerox Corporation,USA,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",34.0194,Estimated from external data based on product description,2011,59.11,ISO,-4.70%,ISO 14040 & 14044,Model and/or parameters changed (but not product),No,3.88%,9.10%,87.02%,1.54%,(included in downstream but not reported separately),"Field ""Methods"" updated to ISO, as per company's other disclosures"
20822-4-2015,2015,Yes,ColorQube 8870,Printing device,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",34.0194,Estimated from external data based on product description,2011,59.11,ISO,(not reported by company),N/a,N/a (no %change reported),No,3.88%,9.10%,87.02%,1.54%,(included in downstream but not reported separately),None
20822-4-2016,2016,Yes,ColorQube 8870,Printing device,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",34.0194,Estimated from external data based on product description,2011,59.11,ISO,(not reported by company),N/a,N/a (no %change reported),No,3.88%,9.10%,87.02%,1.54%,(included in downstream but not reported separately),None
20822-5-2014,2014,Yes,Phaser 7100,Printing device,Xerox Corporation,USA,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",44,Estimated from external data based on product description,2000,45.45,ISO,(not reported by company),N/a,N/a (no %change reported),No,13.31%,2.12%,84.57%,2.27%,3.45%,None
20822-5-2015,2015,Yes,Phaser 7100,Printing device,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",44,Estimated from external data based on product description,2000,45.45,ISO,(not reported by company),N/a,N/a (no %change reported),No,13.31%,2.12%,84.57%,2.27%,3.45%,None
20822-5-2016,2016,Yes,Phaser 7100,Printing device,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",44,Estimated from external data based on product description,2000,45.45,ISO,(not reported by company),N/a,N/a (no %change reported),No,13.31%,2.12%,84.57%,2.27%,3.45%,None
20822-6-2015,2015,Yes,WorkCentre 5945/5955,Multifunctional Printing Device,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",158.5,Estimated from external data based on product description,4216,26.6,ISO,(not reported by company),N/a,N/a (no %change reported),No,64.27%,0.00%,35.73%,1.75%,0.06%,None
20822-6-2016,2016,Yes,WorkCentre 5945/5955,Multifunctional Printing Device,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",158.5,Estimated from external data based on product description,4216,26.6,ISO,(not reported by company),N/a,N/a (no %change reported),No,64.29%,0.00%,35.71%,1.73%,0.06%,None
20822-7-2015,2015,Yes,WorkCentre 5325,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1300,9.48,ISO,(not reported by company),N/a,N/a (no %change reported),No,47.58%,2.61%,49.81%,3.84%,7.60%,None
20822-7-2016,2016,Yes,WorkCentre 5325,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1300,9.48,ISO,(not reported by company),N/a,N/a (no %change reported),No,47.58%,2.61%,49.81%,3.84%,7.60%,None
20822-8-2015,2015,Yes,WorkCentre 5330,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1500,10.93,ISO,(not reported by company),N/a,N/a (no %change reported),No,41.53%,2.28%,56.20%,3.35%,6.63%,None
20822-8-2016,2016,Yes,WorkCentre 5330,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1500,10.93,ISO,(not reported by company),N/a,N/a (no %change reported),No,41.53%,2.28%,56.20%,3.35%,6.63%,None
20822-9-2015,2015,Yes,WorkCentre 5335,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1700,12.39,ISO,(not reported by company),N/a,N/a (no %change reported),No,37.51%,2.06%,60.44%,3.02%,5.99%,None
20822-9-2016,2016,Yes,WorkCentre 5335,Multifunctional Print Device STD,Xerox Corporation,USA,Software & Services,Software,"Computer, IT & telecom",137.2,Estimated from external data based on product description,1700,12.39,ISO,(not reported by company),N/a,N/a (no %change reported),No,37.51%,2.06%,60.44%,3.02%,5.99%,None
20871-1-2015,2015,Yes,Pressure transmitter (?????) GTX,???????????????????????????????????????????????????????????????????????????????4?20mADC????????????????????????  http://www.azbil.com/jp/product/iap/fi/fi_gtx.html,Azbil Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",3.6,Estimated from external data based on product description,42.2,11.72,ISO,(not reported by company),N/a,N/a (no %change reported),No,54.23%,20.36%,25.41%,0.05%,0.02%,None
20871-2-2015,2015,Yes,Photoelectric sensor (??????),???????????????????????????????????????????????????????????????????????????????????????????????  http://www.compoclub.com/products/list/switch/detail/HP7.html,Azbil Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.11,Estimated from external data based on product description,13.8,125.45,ISO,(not reported by company),N/a,N/a (no %change reported),No,1.70%,0.13%,98.17%,0.01%,0.00%,None
20871-5-2015,2015,Yes,Neosensor indoor temperature sensor (????? ????????),?????????? ?????????????Pt1000????????????????????? ???????????????????????????????????????????????  http://www.azbil.com/jp/product/ba/bas/sensor_nsensor.html,Azbil Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.11,Estimated from external data based on product description,2.5,22.73,ISO,(not reported by company),N/a,N/a (no %change reported),No,96.00%,2.80%,1.20%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
20871-6-2015,2015,Yes,Temperature sensor for duct (?????????),"????????????????????????????????? ???????????????????????????????????????????????????????????????  http://www.azbil.com/jp/product/ba/bas/sensor_sounyu.html""",Azbil Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.24,Estimated from external data based on product description,8.3,34.58,ISO,(not reported by company),N/a,N/a (no %change reported),No,99.81%,0.00%,0.19%,0.13%,0.02%,None
20947-1-2014,2014,Yes,1 fuel-efficient tire for passenger cars (??????????),??????????????? Life Cycle GHG emission,"Yokohama Rubber Company, Limited",Japan,Automobiles & Components,Auto Components,Automobiles & components,8.7,Estimated from external data based on product description,256.5,29.48,Not reported,(not reported by company),N/a,N/a (no previous data available),No,9.36%,2.73%,87.91%,0.58%,5.15%,"Total emissions set to sum of LCA stage emissions; re-arranged ""explanations for change"" field to put English at start of field"
20947-1-2015,2015,Yes,1 fuel-efficient tire for passenger cars (??????????),"Low fuel consumption grade A, AA, the tire of the AAA class developed in accordance with the vehicle performance, it has delivered. (???????A?AA?AAA?????????????????????????????)","Yokohama Rubber Company, Limited",Japan,Tires,Not used for 2015 reporting,Automobiles & components,8.7,Estimated from external data based on product description,287.68,33.07,Not reported,-14.00%,N/a,No specific reason reported,No,13.77%,4.00%,82.24%,0.34%,8.62%,Total emissions set to sum of LCA stage emissions
